# ReadBible — 1 Enoc, traducción propia al español
# Capítulos 91–108. Base: R. H. Charles (1917), dominio público.
# El capítulo 106 se ordena por número de versículo aunque Charles imprima 17 antes de 15–16.

91:1	«Ahora, hijo mío Matusalén, llama a todos tus hermanos y reúne conmigo a todos los hijos de tu madre, porque la palabra me llama y el espíritu ha sido derramado sobre mí para que les muestre todo lo que les sucederá para siempre».
91:2	Entonces Matusalén fue, llamó a todos sus hermanos y reunió a sus parientes.
91:3	Enoc habló a todos los hijos de justicia y dijo: «Escuchen, hijos de Enoc, todas las palabras de su padre; presten atención correctamente a la voz de mi boca, porque los exhorto y les digo, amados:
91:4	Amen la rectitud y caminen en ella. No se acerquen a la rectitud con doble corazón ni se asocien con los de corazón dividido. Caminen en justicia, hijos míos; ella los guiará por buenos caminos y la justicia será su compañera.
91:5	Sé que la violencia aumentará sobre la tierra, que un gran castigo será ejecutado y que toda injusticia llegará a su fin; será cortada de raíz y toda su estructura será destruida.
91:6	La injusticia volverá a consumarse sobre la tierra; todas las obras de injusticia, violencia y transgresión prevalecerán en doble medida.
91:7	Cuando aumenten el pecado, la injusticia, la blasfemia, la violencia en toda clase de obras, la apostasía, la transgresión y la impureza, vendrá del cielo un gran castigo sobre todas estas cosas. El santo Señor saldrá con ira y castigo para ejecutar juicio sobre la tierra.
91:8	En aquellos días la violencia será cortada desde sus raíces, y con ella las raíces de la injusticia y el engaño; serán destruidas debajo del cielo.
91:9	Todos los ídolos de las naciones serán abandonados, los templos serán quemados con fuego y los quitarán de toda la tierra. Los impíos serán arrojados al juicio de fuego y perecerán en ira y en grave juicio para siempre.
91:10	Los justos se levantarán de su sueño, y la sabiduría se levantará y les será dada.
91:11	Después serán cortadas las raíces de la injusticia y los pecadores serán destruidos por la espada; los blasfemos serán cortados en todo lugar, y quienes planean violencia y quienes practican blasfemia perecerán por la espada.
91:12	Después habrá otra, la octava semana, la de la justicia. Se le dará una espada para que se ejecute un juicio justo sobre los opresores, y los pecadores serán entregados en manos de los justos.
91:13	Al final de esa semana adquirirán casas por medio de su justicia y se construirá una casa para el Gran Rey en gloria para siempre.
91:14	Toda la humanidad mirará hacia el camino de la rectitud. Después, en la novena semana, el juicio justo será revelado a todo el mundo; todas las obras de los impíos desaparecerán de toda la tierra y el mundo quedará señalado para destrucción.
91:15	Después de esto, en la décima semana, en su séptima parte, tendrá lugar el gran juicio eterno, en el que Él ejecutará venganza entre los ángeles.
91:16	El primer cielo se apartará y pasará; aparecerá un cielo nuevo y todos los poderes de los cielos darán una luz siete veces mayor.
91:17	Después habrá muchas semanas sin número para siempre; todo estará en bondad y justicia, y el pecado nunca volverá a ser mencionado.
91:18	Ahora les digo, hijos míos, y les muestro los caminos de justicia y los caminos de violencia; sí, volveré a mostrárselos para que sepan lo que ha de suceder.
91:19	Ahora escúchenme, hijos míos: caminen por los caminos de justicia y no por los caminos de violencia, porque todos los que caminan por los caminos de injusticia perecerán para siempre».
92:1	Libro escrito por Enoc para todos mis hijos que habitarán sobre la tierra y para las generaciones futuras que observarán rectitud y paz.
92:2	No se turbe su espíritu a causa de los tiempos, porque el Santo y Grande ha señalado días para todas las cosas.
92:3	El justo se levantará del sueño y caminará por los caminos de justicia; todo su camino y conducta estarán en bondad y gracia eternas.
92:4	Él mostrará gracia al justo y le dará rectitud eterna; le dará poder para estar lleno de bondad y justicia, y caminará en luz eterna.
92:5	El pecado perecerá en la oscuridad para siempre y desde aquel día nunca volverá a ser visto.
93:1	Después de esto Enoc tomó los libros y comenzó a relatar desde ellos.
93:2	Enoc dijo: «Acerca de los hijos de justicia, de los elegidos del mundo y de la planta de rectitud hablaré estas cosas. Yo, Enoc, se las declararé, hijos míos, conforme a lo que me apareció en la visión celestial, a lo que conocí por la palabra de los santos ángeles y a lo que aprendí de las tablas celestiales».
93:3	Enoc comenzó a relatar desde los libros y dijo: «Nací el séptimo en la primera semana, cuando todavía permanecían el juicio y la justicia.
93:4	Después de mí, en la segunda semana, surgirá gran maldad y brotará el engaño; en ella tendrá lugar el primer fin. En ella un hombre será salvado. Después de que termine crecerá la injusticia y se establecerá una ley para los pecadores.
93:5	Después, al final de la tercera semana, un hombre será escogido como planta del justo juicio, y su descendencia llegará a ser la planta de justicia para siempre.
93:6	Después, al final de la cuarta semana, serán vistas visiones de los santos y justos, y para ellos se hará una ley para todas las generaciones y un recinto.
93:7	Después, al final de la quinta semana, será construida para siempre la casa de gloria y dominio.
93:8	Después, en la sexta semana, todos los que vivan en ella quedarán ciegos y sus corazones abandonarán impíamente la sabiduría. En ella un hombre ascenderá; al final la casa de dominio será quemada con fuego y toda la raza de la raíz escogida será dispersada.
93:9	Después, en la séptima semana, surgirá una generación apóstata; muchas serán sus obras y todas ellas serán apóstatas.
93:10	Al final serán elegidos los justos escogidos de la planta eterna de justicia para recibir instrucción siete veces mayor acerca de toda su creación.
93:11	¿Quién entre todos los hijos de los hombres puede oír la voz del Santo sin turbarse? ¿Quién puede pensar sus pensamientos? ¿Quién puede contemplar todas las obras del cielo?
93:12	¿Quién podría contemplar el cielo, comprender las cosas celestiales, ver un alma o un espíritu y hablar de ello, o ascender y ver todos sus extremos, pensarlos o hacer algo semejante?
93:13	¿Quién entre todos los hombres podría conocer la anchura y longitud de la tierra, y a quién le fue mostrada la medida de todas estas cosas?
93:14	¿Hay alguno que pueda discernir la longitud del cielo, cuán grande es su altura, sobre qué está fundado, cuán grande es el número de las estrellas y dónde descansan todas las luminarias?
94:1	Ahora les digo, hijos míos: amen la justicia y caminen en ella, porque los caminos de justicia son dignos de aceptación, pero los caminos de injusticia serán repentinamente destruidos y desaparecerán.
94:2	A ciertos hombres de una generación les serán revelados los caminos de violencia y muerte; ellos se mantendrán lejos de esos caminos y no los seguirán.
94:3	Ahora les digo a ustedes, justos: no caminen por los caminos de maldad ni por los caminos de muerte, ni se acerquen a ellos para que no sean destruidos.
94:4	Busquen y escojan para ustedes la justicia y una vida escogida; caminen por los caminos de paz y vivirán y prosperarán.
94:5	Conserven mis palabras en los pensamientos de sus corazones y no permitan que sean borradas. Sé que los pecadores tentarán a los hombres para maltratar la sabiduría, de modo que no se encuentre lugar para ella y ninguna clase de tentación disminuya.
94:6	Ay de quienes edifican injusticia y opresión y ponen el engaño como fundamento, porque serán derribados repentinamente y no tendrán paz.
94:7	Ay de quienes construyen sus casas con pecado, porque serán derribadas desde sus fundamentos y ellos caerán por la espada. Quienes adquieren oro y plata injustamente perecerán de repente.
94:8	Ay de ustedes, ricos, porque confiaron en sus riquezas. Se apartarán de sus riquezas porque no recordaron al Altísimo en los días de su prosperidad.
94:9	Cometieron blasfemia e injusticia y quedaron preparados para el día de la matanza, el día de la oscuridad y el día del gran juicio.
94:10	Así les hablo y declaro: quien los creó los derribará; no habrá compasión por su caída y su Creador se alegrará de su destrucción.
94:11	Los justos de aquellos días serán un reproche para los pecadores e impíos.
95:1	¡Ojalá mis ojos fueran una nube de aguas para poder llorar por ustedes y derramar mis lágrimas como una nube de agua, y así descansar de la aflicción de mi corazón!
95:2	¿Quién les permitió practicar reproches y maldad? Por eso el juicio los alcanzará, pecadores.
95:3	No teman a los pecadores, justos, porque otra vez el Señor los entregará en sus manos para que ejecuten juicio sobre ellos según corresponda.
95:4	Ay de ustedes que pronuncian maldiciones que no pueden revocarse; por causa de sus pecados la sanidad estará lejos de ustedes.
95:5	Ay de ustedes que pagan a su prójimo con mal; recibirán conforme a sus obras.
95:6	Ay de ustedes, testigos mentirosos, y de quienes administran injusticia, porque perecerán de repente.
95:7	Ay de ustedes, pecadores, porque persiguen a los justos; serán entregados y perseguidos por causa de la injusticia, y pesado será su yugo sobre ustedes.
96:1	Tengan esperanza, justos, porque repentinamente los pecadores perecerán delante de ustedes y ustedes tendrán dominio sobre ellos conforme al juicio.
96:2	En el día de la tribulación de los pecadores, sus hijos subirán y se elevarán como águilas; su nido estará más alto que el de los buitres. Ascenderán y entrarán para siempre en las grietas de la tierra y hendiduras de las rocas, como pequeños animales ante los injustos, y las sirenas suspirarán y llorarán por ustedes.
96:3	Por eso no teman, ustedes que han sufrido; la sanidad será su porción, una luz brillante los iluminará y oirán desde el cielo la voz del descanso.
96:4	Ay de ustedes, pecadores, porque sus riquezas los hacen parecer justos, pero sus corazones los convencen de que son pecadores; esto será un testimonio contra ustedes como memorial de sus malas obras.
96:5	Ay de ustedes que devoran lo mejor del trigo, beben vino en grandes copas y pisotean a los humildes con su poder.
96:6	Ay de ustedes que beben agua de toda fuente, porque repentinamente serán consumidos y se marchitarán, ya que abandonaron la fuente de vida.
96:7	Ay de ustedes que practican injusticia, engaño y blasfemia; será un memorial contra ustedes para mal.
96:8	Ay de ustedes, poderosos, que con poder oprimen a los justos, porque se acerca el día de su destrucción. En aquellos días vendrán muchos días buenos para los justos, en el día del juicio de ustedes.
97:1	Crean, justos, que los pecadores serán avergonzados y perecerán en el día de la injusticia.
97:2	Sepan, pecadores, que el Altísimo tiene presente su destrucción y los ángeles del cielo se alegran por ella.
97:3	¿Qué harán, pecadores, y adónde huirán en aquel día de juicio cuando oigan la voz de la oración de los justos?
97:4	A ustedes les ocurrirá como a aquellos contra quienes esta palabra será testimonio: «Fueron compañeros de los pecadores».
97:5	En aquellos días la oración de los justos llegará al Señor y para ustedes vendrán los días de su juicio.
97:6	Todas las palabras de su injusticia serán leídas delante del Gran Santo; sus rostros se cubrirán de vergüenza y Él rechazará toda obra fundada en injusticia.
97:7	Ay de ustedes, pecadores que viven en medio del océano y sobre tierra seca, cuyo recuerdo es malo contra ustedes.
97:8	Ay de ustedes que adquieren plata y oro mediante injusticia y dicen: «Nos hicimos ricos, tenemos posesiones y obtuvimos todo lo que deseábamos.
97:9	Ahora hagamos lo que nos propusimos, porque reunimos plata; muchos son los trabajadores en nuestras casas y nuestros graneros están llenos como de agua».
97:10	Como agua se escurrirán sus mentiras. Sus riquezas no permanecerán sino que pronto se apartarán de ustedes, porque las adquirieron en injusticia, y serán entregados a una gran maldición.
98:1	Ahora juro ante ustedes, sabios y necios, porque tendrán muchas experiencias sobre la tierra.
98:2	Ustedes, hombres, se pondrán más adornos que una mujer y vestidos de colores más que una joven; realeza, grandeza, poder, plata, oro, púrpura, esplendor y comida serán derramados como agua.
98:3	Por eso carecerán de enseñanza y sabiduría y perecerán junto con sus posesiones, con toda su gloria y esplendor; en vergüenza, matanza y gran miseria sus espíritus serán arrojados al horno de fuego.
98:4	Les he jurado, pecadores: así como un monte no se vuelve esclavo ni una colina sirvienta de una mujer, tampoco el pecado fue enviado sobre la tierra. El ser humano lo creó por sí mismo, y quienes lo cometen caerán bajo una gran maldición.
98:5	La esterilidad no fue dada a la mujer, sino que por causa de las obras de sus propias manos muere sin hijos.
98:6	Les he jurado, pecadores, por el Santo y Grande, que todas sus malas obras son reveladas en los cielos y ninguna de sus obras de opresión está cubierta u oculta.
98:7	No piensen en su espíritu ni digan en su corazón que no saben o no ven que cada pecado es registrado diariamente en el cielo, en presencia del Altísimo.
98:8	Desde ahora sepan que toda la opresión con la que oprimen es escrita cada día hasta el día de su juicio.
98:9	Ay de ustedes, necios, porque por su necedad perecerán; transgreden contra los sabios y el bien no será su porción.
98:10	Sepan ahora que están preparados para el día de destrucción. No esperen vivir, pecadores: partirán y morirán, porque no conocen rescate; están preparados para el gran día del juicio, el día de tribulación y de gran vergüenza para sus espíritus.
98:11	Ay de ustedes, obstinados de corazón, que practican maldad y comen sangre. ¿De dónde reciben cosas buenas para comer, beber y saciarse? De todas las cosas buenas que el Señor Altísimo puso en abundancia sobre la tierra; por eso no tendrán paz.
98:12	Ay de ustedes que aman las obras de injusticia. ¿Por qué esperan bien para ustedes? Sepan que serán entregados en manos de los justos y serán juzgados sin que la injusticia de ustedes quede impune.
98:13	Ay de ustedes que se alegran por la tribulación de los justos; no habrá sepultura preparada para ustedes.
98:14	Ay de ustedes que desprecian las palabras de los justos; no tendrán esperanza de vida.
98:15	Ay de ustedes que escriben palabras mentirosas e impías; escriben sus mentiras para que los hombres las oigan y actúen impíamente contra su prójimo.
98:16	Por eso no tendrán paz, sino que morirán de repente.
99:1	Ay de ustedes que practican impiedad, se glorían en la mentira y la exaltan. Perecerán y no tendrán una vida feliz.
99:2	Ay de quienes pervierten las palabras de rectitud, transgreden la ley eterna y se transforman en lo que no eran; serán pisoteados sobre la tierra.
