# ReadBible — 1 Enoc, traducción propia al español
# Capítulos 72–90. Base: R. H. Charles (1917), dominio público.
# Las cifras y la numeración se conservan; el capítulo 90 se normaliza por número de versículo.

72:1	Libro de los cursos de las luminarias del cielo, las relaciones de cada una según sus clases, dominio y estaciones, según sus nombres, lugares de origen y meses, que me mostró Uriel, el santo ángel que estaba conmigo y es su guía. Me mostró exactamente todas sus leyes, cómo son respecto de todos los años del mundo y hasta la eternidad, hasta que se cumpla la nueva creación que permanece para siempre.
72:2	Esta es la primera ley de las luminarias: la gran luminaria, el Sol, tiene su salida por los portales orientales del cielo y su puesta por los portales occidentales.
72:3	Vi seis portales por donde sale el sol y seis por donde se pone. La luna también sale y se pone por esos portales, y los jefes de las estrellas con las estrellas que conducen: seis en el este y seis en el oeste, todos sucediéndose en un orden exactamente correspondiente; y había muchas ventanas a derecha e izquierda de aquellos portales.
72:4	Primero sale la gran luminaria llamada Sol. Su circunferencia es como la circunferencia del cielo y está completamente llena de fuego que ilumina y calienta.
72:5	El viento impulsa el carro en el que asciende. El sol desciende del cielo y regresa por el norte para llegar al este; es guiado de modo que llega al portal correspondiente y brilla sobre la faz del cielo.
72:6	Así sale en el primer mes por el gran portal, que es el cuarto de los seis portales del este.
72:7	En ese cuarto portal, por donde sale el sol en el primer mes, hay doce aberturas de ventanas, de las que sale una llama cuando se abren en su estación.
72:8	Cuando el sol sale en el cielo, sale por ese cuarto portal durante treinta mañanas seguidas y se pone exactamente en el cuarto portal del oeste del cielo.
72:9	Durante ese período el día se hace cada día más largo y la noche cada noche más corta, hasta la mañana trigésima.
72:10	En ese día el día es más largo que la noche por una novena parte: el día suma exactamente diez partes y la noche ocho.
72:11	El sol sale de ese cuarto portal, se pone en el cuarto y vuelve al quinto portal del este durante treinta mañanas; sale por él y se pone en el quinto portal.
72:12	Entonces el día se alarga en dos partes y suma once partes, y la noche se acorta y suma siete.
72:13	Regresa al este y entra en el sexto portal; sale y se pone en el sexto portal durante treinta y una mañanas a causa de su señal.
72:14	En ese día el día se hace más largo que la noche; el día llega a ser el doble de la noche, doce partes, y la noche se acorta a seis partes.
72:15	El sol asciende para hacer el día más corto y la noche más larga; vuelve al este, entra en el sexto portal y sale y se pone por él durante treinta mañanas.
72:16	Cuando se cumplen las treinta mañanas, el día disminuye exactamente una parte y queda en once partes, y la noche en siete.
72:17	El sol sale de ese sexto portal en el oeste, va hacia el este y sale por el quinto portal durante treinta mañanas; se pone nuevamente en el quinto portal occidental.
72:18	En aquel día el día disminuye en dos partes y suma diez partes, y la noche ocho.
72:19	El sol sale del quinto portal, se pone en el quinto portal del oeste y sale por el cuarto portal durante treinta y una mañanas a causa de su señal; se pone en el oeste.
72:20	En aquel día el día se iguala con la noche: la noche suma nueve partes y el día nueve.
72:21	El sol sale por ese portal, se pone en el oeste, regresa al este y durante treinta mañanas sale por el tercer portal y se pone en el tercer portal del oeste.
72:22	En aquel día la noche se hace más larga que el día, noche tras noche, y el día más corto, día tras día, hasta la mañana trigésima; la noche suma exactamente diez partes y el día ocho.
72:23	El sol sale del tercer portal, se pone en el tercer portal del oeste, regresa al este y durante treinta mañanas sale por el segundo portal oriental; del mismo modo se pone en el segundo portal del oeste del cielo.
72:24	En aquel día la noche suma once partes y el día siete.
72:25	El sol sale aquel día del segundo portal, se pone en el segundo portal del oeste y regresa al este, al primer portal, durante treinta y una mañanas; se pone en el primer portal del oeste del cielo.
72:26	En aquel día la noche se hace el doble de larga que el día: suma exactamente doce partes y el día seis.
72:27	Con esto el sol recorrió las divisiones de su órbita y vuelve otra vez sobre ellas; entra por aquel portal durante treinta mañanas y se pone también en el oeste frente a él.
72:28	En esa noche la longitud de la noche disminuye una novena parte: la noche queda en once partes y el día en siete.
72:29	El sol regresa y entra en el segundo portal del este, y vuelve sobre aquellas divisiones de su órbita durante treinta mañanas, saliendo y poniéndose.
72:30	En aquel día disminuye la longitud de la noche; la noche suma diez partes y el día ocho.
72:31	En aquel día el sol sale de ese portal, se pone en el oeste, regresa al este y sale por el tercer portal durante treinta y una mañanas; se pone en el oeste del cielo.
72:32	En aquel día la noche disminuye y suma nueve partes, el día nueve; la noche es igual al día, y el año suma exactamente trescientos sesenta y cuatro días.
72:33	La longitud y brevedad del día y de la noche surgen del curso del sol; por su recorrido se producen estas diferencias.
72:34	Así ocurre que su recorrido diurno se hace más largo y su recorrido nocturno más corto.
72:35	Esta es la ley y el curso del sol y su retorno, cada vez que vuelve sesenta veces y sale: la gran luminaria llamada Sol, por siempre y para siempre.
72:36	La que así sale es la gran luminaria y recibe ese nombre según su apariencia, tal como el Señor ordenó.
72:37	Como sale, así se pone; no disminuye ni descansa, sino que corre de día y de noche. Su luz es siete veces más brillante que la de la luna, aunque en tamaño ambas son iguales.
73:1	Después de esta ley vi otra ley que corresponde a la luminaria menor, llamada Luna.
73:2	Su circunferencia es como la del cielo; su carro, en el que viaja, es impulsado por el viento, y se le da luz en una medida determinada.
73:3	Su salida y su puesta cambian cada mes. Sus días son como los días del sol, y cuando su luz es uniforme, es decir, llena, equivale a la séptima parte de la luz del sol.
73:4	Así sale. Su primera fase en el este aparece en la mañana trigésima; aquel día se hace visible y para ustedes constituye la primera fase de la luna, el día treinta, junto con el sol, en el portal por donde sale el sol.
73:5	Una mitad de ella sale con una séptima parte; toda su circunferencia está vacía y sin luz, salvo una séptima parte de ella, es decir, la decimocuarta parte de su luz total.
